"construction_era","zoning_land_use_regulation","property_age","has_basement","neighborhood_quality","exterior_condition","central_air","basement_finish_type","lot_size","num_floors","square_feet","bedrooms","bathrooms","total_rooms","garage_capacity","has_fireplace","sale_price"
"1980-1999","Permissive",96.676827675708,"Yes","Very_High","Good","Yes","None",25210.2472059954,1,2477.94530390297,2,7.5132419015107,5,"Single","Yes",631091.072712107
"1980-1999","Moderate",104.130651523494,"Yes","High","Excellent","Yes","Full",7608.0348494423,1,1982.57063508893,1,7.97833636504871,3,"Double","Yes",500910.741228806
"1920-1949","Moderate",100.258030933693,"Yes","Low","Average","Yes","Partial",2203.66129486,3,2722.34066567904,1,7.04486235460585,3,"None","Yes",428095.536500537
"2000_Present","Moderate",102.070874534257,"Yes","Low","Good","Yes","Partial",6862.0559683444,2,3338.78420495335,1,7.3879763814538,6,"Double","No",613435.194300671
"2000_Present","Moderate",97.0180034381043,"Yes","High","Average","No","Partial",20180.7561857083,1,2658.44873866532,1,7.10055020150729,3,"Single","No",328221.508769547
"1980-1999","Moderate",88.7256996198659,"Yes","Low","Good","Yes","Partial",5754.05503777318,1,1967.80926484893,3,7.95256400009459,4,"Single","Yes",261354.018749771
"1980-1999","Moderate",106.778939062096,"Yes","Medium","Poor","Yes","Full",5259.089207186,1,2376.54260807667,3,7.69466264109813,5,"Triple","No",292028.630558314
"1920-1949","Permissive",109.764106238273,"Yes","Very_High","Good","Yes","Partial",10584.3848360527,3,3920.02577840732,7,7.35110090493232,3,"Single","No",1467736.73777517
"1980-1999","Restrictive",103.406958170398,"Yes","High","Average","Yes","Full",4132.51326075382,3,2858.77302573374,0,7.80314800988034,8,"Triple","No",466720.490113165
"1980-1999","Restrictive",102.218344133578,"No","Very_Low","Good","Yes","Partial",2153.9951006687,1,2283.61133308343,2,7.73514182905565,3,"Triple","Yes",245667.89750912
"1980-1999","Moderate",103.322555750356,"Yes","Medium","Good","Yes","Partial",18883.9502638115,1,3730.59269067431,6,7.99916106746698,6,"Single","No",768242.154194266
"1980-1999","Moderate",100.40676478892,"Yes","Medium","Excellent","Yes","Full",4661.45651047437,1,1922.10939321244,0,6.76093902006585,8,"Double","Yes",418884.92938587
"1980-1999","Moderate",104.60169327696,"Yes","Medium","Average","Yes","Partial",36949.9373528469,1,3343.50732193234,2,7.25688322650577,3,"Triple","Yes",560892.378901556
"1950-1979","Restrictive",89.0996616197065,"No","Medium","Fair","Yes","None",9618.42320077087,1,1781.96742385941,1,6.71153857578289,4,"None","No",340270.911736372
"1950-1979","Restrictive",106.811379853151,"Yes","Medium","Average","Yes","Full",5013.3641920766,1,1989.39600307194,4,7.57228030322707,2,"Single","Yes",322245.497733199
"1950-1979","Permissive",109.307736674401,"Yes","High","Good","Yes","Full",10500.8630595755,1,2429.70814340964,2,5.62938235297737,2,"Triple","No",604946.711661271
"1980-1999","Moderate",99.0893158660736,"No","Medium","Fair","Yes","Partial",3121.44051647209,3,2264.97889373115,4,7.86291924901728,4,"Single","Yes",395958.794164116
"1950-1979","Moderate",99.5598212780821,"Yes","Low","Excellent","Yes","Partial",2572.94443424965,3,3013.01270952492,5,7.7211268275065,2,"Quad","Yes",447593.112975644
"2000_Present","Moderate",107.746853121294,"Yes","Medium","Average","Yes","None",2768.86610512837,2,2056.79151568872,3,7.28092370112459,2,"Single","No",326740.948859071
"1980-1999","Moderate",108.196132793705,"No","High","Good","Yes","None",11725.248979906,1,1773.92448868569,3,7.91466278369384,6,"None","Yes",286875.084626604
"1950-1979","Permissive",106.227975443888,"Yes","High","Excellent","Yes","Partial",8036.98034533649,1,2495.0694123516,6,7.90809280352534,4,"Double","Yes",602443.422695215
"2000_Present","Restrictive",104.652746620176,"No","Very_Low","Good","Yes","Partial",5511.94787820169,2,1961.68772455458,0,7.23153003112661,4,"Single","No",338440.020303206
"Pre-1920","Very_Permissive",106.19486716206,"No","High","Average","Yes","Partial",17787.7348385989,3,2473.89655893246,3,7.33928962848125,6,"Single","Yes",374583.21724722
"1980-1999","Permissive",109.50024107205,"No","Very_High","Average","Yes","Partial",21534.3135723453,1,2254.57849979288,2,7.38083301192089,11,"Single","Yes",482039.962490214
"2000_Present","Restrictive",103.786925446388,"Yes","Medium","Good","Yes","None",6792.45878229035,3,2251.95999066231,1,7.45971420895171,2,"Single","Yes",504402.782306948
"2000_Present","Moderate",86.0310473304872,"Yes","High","Good","No","Full",6131.00671544201,1,1844.49309751086,1,7.85058038030983,5,"Single","Yes",383714.975136996
"1920-1949","Very_Restrictive",98.2472700376485,"Yes","Very_High","Good","Yes","Partial",44756.0266673154,2,4881.84767663108,5,7.78192141505041,8,"Single","Yes",1397350.69016729
"1980-1999","Moderate",102.391023840836,"Yes","Medium","Good","Yes","Partial",8275.7761304389,2,1984.3887003203,1,7.86819654166598,7,"Single","Yes",475637.80263238
"1950-1979","Restrictive",105.258622595802,"Yes","Low","Average","Yes","Full",5075.374492589,2,1783.09123827238,2,6.20301033666626,4,"Double","Yes",403560.053177586
"1980-1999","Permissive",97.7000453950474,"Yes","High","Good","Yes","None",8518.83931072367,1,3005.13211632179,0,6.69390705449213,2,"None","No",470535.96638533
"1950-1979","Moderate",108.679534042847,"No","Medium","Average","Yes","None",16337.2201451339,1,1660.48066079177,4,7.95432045359158,3,"None","No",432400.844611822
"1980-1999","Moderate",109.005667714976,"Yes","High","Average","No","Full",17317.4686245365,3,2489.45393076996,0,7.9712079937736,2,"None","Yes",422034.366402603
"2000_Present","Moderate",106.900721702112,"Yes","High","Good","No","Partial",33877.4129439971,2,3309.38032331603,6,7.82913191168633,4,"Double","No",753102.893570955
"2000_Present","Very_Restrictive",108.214794709855,"No","Medium","Fair","Yes","Full",8051.50300357564,2,2981.72986603955,7,7.67407246861251,5,"Double","Yes",845742.034495698
"1950-1979","Moderate",107.357002300586,"No","Very_Low","Fair","Yes","Partial",5778.78887738759,1,1730.21494223541,3,7.87806127206592,4,"Single","Yes",249088.664778241
"1980-1999","Restrictive",99.1521736399816,"Yes","High","Average","Yes","None",25899.0633553664,1,2622.46697257142,2,7.88537763007112,5,"Double","Yes",518533.951592952
"1950-1979","Moderate",105.949711342625,"Yes","Low","Average","Yes","Partial",6927.73170089102,1,3370.24113512744,7,7.51132516464916,3,"None","Yes",547514.221951583
"2000_Present","Very_Permissive",109.683128165913,"Yes","High","Good","No","Partial",15809.1319703854,2,2495.19079074992,3,7.59269202632933,4,"None","Yes",677893.107094139
"1980-1999","Permissive",92.2761378005725,"No","Very_High","Fair","No","Partial",12073.8586029875,3,2588.40363789267,4,6.86509032899017,2,"Double","No",639551.610357215
"1980-1999","Permissive",107.631772588343,"Yes","Medium","Average","No","Partial",3569.34642928226,1,2372.85194578526,3,7.20428648289528,6,"Double","No",364516.672382374
"1920-1949","Very_Restrictive",104.000354505244,"No","Very_Low","Good","Yes","None",6382.44791993074,3,2510.00767376522,4,7.89766718732004,5,"Single","No",330045.972577203
"1950-1979","Restrictive",97.5208618167909,"Yes","Medium","Good","Yes","Partial",5178.53640472418,1,2034.84465062636,4,7.92939465794116,5,"None","Yes",413382.937848329
"1950-1979","Permissive",107.975025065335,"Yes","High","Fair","Yes","None",11079.9444365975,1,1454.49142330661,0,7.67019711805112,3,"Single","No",280035.96404161
"1980-1999","Very_Permissive",101.019255722486,"Yes","Very_High","Good","No","Full",51126.2113421301,2,4144.24336546742,5,7.19937321003599,4,"Triple","No",1683072.64225241
"1980-1999","Moderate",109.985599070828,"No","High","Average","No","Partial",8300.55191342111,2,2050.62872922091,3,7.90606430153519,10,"Triple","No",476329.520725614
"1950-1979","Permissive",107.792846449447,"No","Very_High","Excellent","Yes","Full",12297.4116281711,1,2483.9610911085,3,7.48781099297533,5,"Double","No",552945.905085668
"1920-1949","Permissive",96.4984888111872,"No","High","Fair","Yes","Partial",16929.993322864,1,2709.77686415648,0,7.7091973202182,5,"Single","Yes",402674.510353371
"1950-1979","Restrictive",108.574806030432,"No","Very_Low","Average","Yes","None",4580.96560459155,1,2357.48462254653,2,6.26396546484757,3,"Double","Yes",282809.408194861
"1950-1979","Permissive",90.067336499104,"No","High","Average","No","Partial",10284.3781246404,1,2192.39520266102,5,7.66405272922085,9,"Single","Yes",626304.02646837
"1980-1999","Very_Permissive",92.1609041560039,"Yes","Very_Low","Fair","Yes","Partial",7323.54952572809,2,1917.88260629239,3,7.1943433528163,3,"None","Yes",334942.367932481
"1980-1999","Moderate",99.1403997659668,"Yes","High","Good","No","Full",21290.5609105281,1,2471.8146988707,2,7.30851776271769,3,"Single","No",519901.437196921
"1950-1979","Very_Restrictive",99.8356201563443,"Yes","Very_Low","Good","Yes","Full",3495.84533988301,1,1598.74547107062,1,7.89926190274151,4,"Double","Yes",369085.974339626
"2000_Present","Moderate",93.5052659586602,"Yes","Medium","Average","Yes","Full",15102.3412274335,1,5019.2365477857,10,7.86920949191026,9,"Double","Yes",811485.078094544
"1920-1949","Permissive",95.0892820779747,"No","Medium","Good","Yes","Full",2236.58973391003,1,1813.38658536278,5,6.85909842650262,8,"Single","No",274776.702060647
"1950-1979","Restrictive",106.037916055165,"Yes","High","Good","Yes","Partial",3352.9153294421,1,2242.09510352065,2,7.68275601673016,13,"Single","Yes",336279.254090335
"2000_Present","Very_Permissive",94.4716615526733,"Yes","High","Poor","Yes","None",13310.752140984,1,2006.58600477851,3,7.96273135806776,3,"Double","No",420575.647491088
"2000_Present","Moderate",107.943547738395,"Yes","Medium","Average","No","Partial",8016.66513810323,1,1863.13998108001,3,6.95165135049761,6,"Single","No",342102.030849247
"1950-1979","Moderate",108.653642886198,"No","Low","Good","Yes","None",6984.08958610443,1,1698.67000340577,0,7.91718490718301,2,"Single","Yes",439527.345350719
"2000_Present","Permissive",103.561265055094,"Yes","High","Good","Yes","Partial",17108.482794862,2,2577.30454288869,3,7.74427887109699,7,"Double","No",568758.456707326
"1950-1979","Permissive",104.593246989735,"No","High","Good","Yes","None",11720.396367625,2,2311.28910656719,4,7.8136274764379,4,"Double","No",473242.009815884
"2000_Present","Moderate",99.3702752354193,"Yes","Very_Low","Excellent","Yes","None",3242.2897841358,2,2510.62028045348,1,6.86246952497877,14,"Single","Yes",215290.970006902
"1950-1979","Restrictive",108.042889503624,"Yes","High","Average","Yes","Partial",18361.0520409778,3,2892.08054883925,5,7.83178758158981,4,"Double","Yes",825114.599198975
"2000_Present","Moderate",86.7783315694081,"No","High","Good","No","Partial",4925.20700568782,1,2191.94017028354,4,7.54602252025337,3,"Double","Yes",567703.174590602
"2000_Present","Very_Restrictive",89.6482121778738,"Yes","Low","Good","Yes","Partial",7012.59810447659,1,1691.32339183179,3,7.14201346578429,7,"None","Yes",475162.271643808
"1980-1999","Moderate",106.047217294333,"No","High","Fair","Yes","Partial",28354.6158518555,2,2781.82066112509,0,7.96600600647323,3,"Double","Yes",409790.421816409
"Pre-1920","Restrictive",94.5236738103281,"No","High","Average","Yes","None",8099.84693613306,1,1737.13521167245,2,7.80475466927551,4,"None","Yes",283205.71667249
"2000_Present","Restrictive",88.5691268339661,"No","Medium","Fair","Yes","Partial",9808.48675501735,1,1965.77468537228,6,7.46647229110985,2,"Triple","No",360220.311242969
"2000_Present","Restrictive",109.640672132152,"Yes","Medium","Good","No","Partial",13391.5304830672,2,2060.42589474414,2,7.97430806285647,6,"Double","Yes",478746.482433589
"2000_Present","Restrictive",93.6545922322217,"Yes","Medium","Good","No","Full",7361.42771366849,2,3188.64030287142,7,7.5961252080036,2,"Single","Yes",677104.84218057
"1980-1999","Moderate",105.497088192878,"Yes","High","Fair","Yes","Partial",4606.92239604964,1,2728.18838794727,3,7.89768719674356,7,"Double","Yes",505805.685750325
"1980-1999","Permissive",99.5184422450456,"Yes","High","Average","Yes","Partial",14491.8754354325,2,1845.77353180611,3,7.21724606436753,12,"Single","No",471664.231610328
"1980-1999","Permissive",108.890919366468,"Yes","Very_High","Good","Yes","None",10550.8790184774,3,2120.47929179741,3,7.83570355635902,5,"None","Yes",392727.768296985
"1950-1979","Moderate",94.9862822539912,"Yes","Low","Excellent","Yes","None",3525.20821590133,1,1404.96342657758,2,6.13236907944546,4,"None","Yes",302083.84029482
"1980-1999","Permissive",101.891199878323,"No","High","Average","Yes","None",8303.00391142977,3,2516.02203089028,1,7.88886158711194,2,"None","Yes",633850.624286652
"1980-1999","Restrictive",105.897515995673,"Yes","Medium","Average","Yes","Partial",5012.62864490962,1,2168.23505769306,7,7.96153024067668,8,"Single","Yes",520617.924489279
"1950-1979","Restrictive",106.463662878419,"No","Low","Average","Yes","Full",12134.6804927189,2,2036.9384517935,2,7.98504926974258,5,"None","Yes",311224.453946538
"1950-1979","Permissive",107.071622038728,"Yes","High","Poor","Yes","Partial",9954.34851912371,1,1498.79081009176,3,7.79957194317939,2,"Single","Yes",423180.261120091
"1980-1999","Restrictive",104.665235906753,"Yes","Medium","Fair","Yes","Full",10576.9262924596,2,1949.90364321869,4,7.94979522809982,5,"Double","No",380999.211098433
"2000_Present","Moderate",109.919964591175,"No","Medium","Good","Yes","None",10601.7677687313,3,2291.10552247642,4,7.6342646197429,2,"Single","Yes",301804.258452278
"2000_Present","Restrictive",107.192745368214,"No","Medium","Good","No","Partial",2660.11532915347,1,3002.35303240421,1,7.96352096332993,2,"Double","Yes",437935.197257438
"1950-1979","Restrictive",108.949957747524,"No","Very_Low","Average","Yes","None",4697.84398084041,1,2136.46569749851,9,7.54867450959893,2,"Double","Yes",436041.49437963
"1920-1949","Restrictive",109.415071401985,"Yes","Low","Average","Yes","None",5073.00341614403,1,1598.98311772121,3,7.57102867168221,5,"Double","Yes",215703.183530646
"1920-1949","Very_Permissive",103.617714002218,"No","High","Average","Yes","None",15707.5671930711,1,2458.55045673379,1,7.92413772914189,2,"Single","No",425024.518884713
"1980-1999","Very_Permissive",101.43910253472,"Yes","Very_High","Good","Yes","Partial",8721.60074400082,3,2672.99170806925,6,7.47329788128075,4,"Triple","Yes",455038.511067415
"2000_Present","Very_Restrictive",104.951022517204,"Yes","Very_Low","Average","No","Full",3971.45508802021,2,1999.8940427659,2,7.52292586371101,3,"Triple","Yes",325356.862012945
"1950-1979","Very_Permissive",108.946531906408,"Yes","High","Average","Yes","Partial",12288.2675719043,1,2355.27117484891,3,6.60542270866798,10,"Double","Yes",362951.372524734
"1980-1999","Very_Restrictive",102.210860070916,"Yes","Low","Good","Yes","Full",7251.07271859506,2,2365.72323330007,5,6.89743607253479,2,"Single","Yes",365698.896410302
"2000_Present","Moderate",108.513069385171,"Yes","Medium","Excellent","No","Full",5333.73092988848,2,1946.67705927728,2,6.77893807614364,2,"Triple","No",327589.91559715
"1950-1979","Moderate",108.166876940464,"Yes","Medium","Good","Yes","Full",11247.6141174526,4,3212.86318565143,2,7.68225393421437,6,"Triple","Yes",674111.36918349
"2000_Present","Moderate",102.878647239505,"Yes","Low","Good","Yes","Full",6263.01345039488,1,1337.16736044925,5,6.86674367152696,5,"Single","No",356501.109020385
"1980-1999","Moderate",107.799749720076,"Yes","Medium","Average","Yes","Partial",31225.2415771797,1,2255.53490860483,2,7.88109360201044,4,"Double","No",447926.237579006
"2000_Present","Permissive",96.7318965835402,"No","Very_High","Good","No","Full",7559.51972468299,1,2478.26472277948,2,7.46587359110808,4,"None","Yes",528331.440909232
"1920-1949","Very_Restrictive",109.40932645873,"No","Low","Average","Yes","None",10237.9200841762,1,1869.14172626915,2,7.71039638453563,6,"Double","Yes",221731.188396874
"2000_Present","Moderate",109.380484754455,"Yes","Medium","Good","Yes","None",4097.60385647985,1,2061.69318505113,2,7.60921498853931,3,"Double","Yes",487290.062716349
"1920-1949","Moderate",109.682507580816,"No","High","Average","Yes","None",7215.05631181005,1,1882.4465086732,3,6.63208318966405,6,"Triple","No",281907.594870477
"1950-1979","Restrictive",96.3780717613939,"No","Medium","Average","Yes","None",9816.61911223506,1,2997.88065679479,3,7.98768519640962,3,"Single","Yes",396515.816807215
"2000_Present","Moderate",102.165711485553,"Yes","Low","Average","Yes","Full",9313.36188524639,1,2011.7031045807,5,6.74269449097874,3,"Single","Yes",338125.117609946
"2000_Present","Permissive",101.746518514259,"Yes","High","Average","Yes","Full",13908.2517054386,1,2621.3098782373,1,7.77476264872338,6,"Single","Yes",461822.148689545
"1950-1979","Permissive",108.758577126768,"No","High","Average","No","Partial",27826.8430251719,3,4124.38902607813,5,7.34601987146615,2,"Double","Yes",834678.967762776
"2000_Present","Permissive",91.3128673139299,"Yes","Medium","Average","Yes","Partial",24993.5513822046,1,2936.70545469448,2,7.90590848448184,3,"Single","Yes",437193.587649778
"2000_Present","Restrictive",107.289942331564,"Yes","Medium","Excellent","No","None",7186.45171939889,1,1798.88679341688,1,7.95347020566394,4,"Double","Yes",596730.438994837
"1980-1999","Permissive",106.196492578502,"Yes","High","Excellent","Yes","Partial",14904.2135288746,2,2732.98565053912,3,7.88523673366124,6,"Quad","No",884688.487108934
"1980-1999","Very_Permissive",108.894140129983,"Yes","Very_High","Good","Yes","Partial",23047.6654469393,4,3487.79638705125,7,7.37153498845981,3,"None","No",1107475.91292012
"2000_Present","Restrictive",99.8546421214935,"No","Medium","Average","No","None",11038.4488536763,1,2137.83955141873,5,6.7128952936044,7,"Double","No",360084.880937305
"1950-1979","Moderate",108.639900803023,"No","Very_Low","Fair","Yes","Partial",8439.34524917058,1,2205.89269585039,2,7.37357100477258,3,"Double","Yes",186600.539863494
"1980-1999","Permissive",105.354011748829,"Yes","Medium","Good","Yes","Full",6891.71030401747,1,1738.7305386023,4,6.9327101974179,10,"Single","Yes",378811.287383185
"1980-1999","Moderate",108.193477054053,"No","High","Poor","Yes","Partial",12654.9417932345,4,2013.66016607715,3,7.79744089284258,2,"Triple","Yes",477109.929712387
"1980-1999","Very_Permissive",96.7250993000478,"Yes","Very_High","Excellent","Yes","Partial",5142.37590531864,2,1790.84760805556,3,7.86169871237683,5,"Single","Yes",545977.710565764
"1950-1979","Very_Permissive",106.389782409865,"Yes","Very_High","Good","Yes","Full",17762.2961840802,2,2655.58572708652,3,7.9037008589876,4,"None","Yes",664037.626458348
"1920-1949","Restrictive",109.727146431961,"No","Very_High","Average","Yes","None",9231.23076293792,1,1807.64904740486,3,7.4020173182946,6,"Single","Yes",459668.124544723
"1950-1979","Permissive",108.448970423608,"Yes","Medium","Average","Yes","None",7336.90875498373,2,3180.67679550814,1,7.11962945986862,3,"Single","Yes",488390.494847137
"1980-1999","Permissive",102.893573529717,"Yes","Medium","Average","Yes","Full",11232.2546507192,2,2117.48696233777,2,6.30521907287894,5,"Double","Yes",290962.177089848
"2000_Present","Moderate",109.521819624656,"No","High","Excellent","No","Partial",8029.40203591373,2,1759.77454686537,1,7.44140689977432,5,"Triple","Yes",534714.927108393
"1980-1999","Restrictive",100.203685992367,"Yes","High","Fair","No","Full",7896.99052996132,3,3454.03048669395,5,7.48305962200221,6,"Double","Yes",952428.896364425
"2000_Present","Restrictive",103.494269184627,"Yes","Medium","Good","No","Partial",6913.8869833393,1,1915.93372036789,2,7.55004156417434,3,"Single","Yes",464213.86930494
"2000_Present","Very_Restrictive",105.985800905948,"Yes","Medium","Good","Yes","Full",3791.59721245239,4,2420.8376793461,3,7.57377070334556,6,"Double","No",842091.900538099
"1950-1979","Very_Restrictive",99.899228296164,"Yes","Medium","Good","Yes","Partial",8670.5641605356,2,1985.2106132566,1,6.60193672995479,4,"Single","Yes",424826.422306194
"1950-1979","Very_Restrictive",106.449081238706,"No","High","Excellent","Yes","None",4505.58505745715,2,1989.85086292644,3,7.57396386247183,4,"Single","No",344461.261841305
"1980-1999","Very_Permissive",103.534716838939,"Yes","Very_High","Good","Yes","Full",41129.3438612545,1,4593.15457042229,3,6.90286832867361,5,"Single","Yes",1286050.99843678
"1980-1999","Moderate",103.744141020225,"Yes","Low","Good","Yes","None",6554.50428926496,1,1705.61758666104,1,7.70799164294635,3,"Double","Yes",455159.477981323
"2000_Present","Moderate",101.682449784315,"Yes","High","Average","No","Partial",56083.1337471171,1,7468.83735529059,10,7.56762269569587,14,"Triple","Yes",1676694.18958924
"2000_Present","Very_Restrictive",81.6535858722046,"Yes","Low","Good","Yes","Full",8061.79016752884,1,1927.04999514878,1,7.96980411368251,3,"None","Yes",465872.100351858
"1980-1999","Restrictive",102.877981157284,"Yes","Low","Average","Yes","Full",7859.56733417198,1,1773.74875674129,1,7.50628171626501,2,"Single","Yes",298601.705848078
"1980-1999","Very_Permissive",105.107733281374,"Yes","High","Poor","No","Partial",8285.65981030677,1,2192.75931759288,3,7.52490899297913,6,"Double","Yes",441883.272716564
"2000_Present","Restrictive",104.613285417423,"Yes","High","Excellent","Yes","Full",18228.6089395088,2,4118.5069686897,3,7.39156893167286,6,"Double","No",906741.923176671
"1920-1949","Restrictive",101.785413985518,"Yes","Medium","Good","No","Partial",7923.7045961736,1,2005.97139860358,5,7.69266819010363,6,"None","Yes",347640.925690306
"2000_Present","Permissive",109.697641308131,"Yes","Medium","Poor","Yes","Full",6325.02112553954,1,1364.55328030107,0,7.60966631208679,3,"Double","No",290079.399033233
"1920-1949","Moderate",93.1326719533756,"Yes","High","Average","Yes","Partial",9803.30940601305,1,1736.12672372406,2,7.30638967237284,3,"None","Yes",441256.554511712
"1980-1999","Permissive",101.924735514311,"No","High","Good","Yes","None",8167.75518301619,2,2041.62184240897,1,7.67316197154245,2,"Double","Yes",992489.512456212
"2000_Present","Permissive",109.800991167222,"Yes","High","Excellent","Yes","None",22279.4681825921,1,2522.81119964716,4,7.92470226047938,6,"Triple","Yes",443564.553454838
"2000_Present","Moderate",106.787181443198,"Yes","High","Average","Yes","Partial",19293.3208797399,2,2768.65004744983,3,7.78678576698774,2,"Double","No",610123.028954718
"1980-1999","Very_Restrictive",107.93515857618,"No","Medium","Average","Yes","None",6595.97989824756,1,2168.56708869183,0,7.88363770215803,8,"Single","Yes",329966.788564025
"1980-1999","Moderate",107.639562808723,"No","Very_Low","Excellent","Yes","None",2120.0047576327,1,1493.15734454697,2,7.41930555862553,3,"Single","Yes",223634.453632565
"1980-1999","Permissive",109.896210787353,"Yes","Medium","Average","Yes","Full",6671.40503762663,1,2227.79256676042,4,7.63782504536352,2,"Triple","Yes",403757.56023941
"1980-1999","Moderate",108.070332386804,"Yes","Medium","Good","Yes","Full",3890.12581624399,1,2241.1655806142,3,7.44988293122763,8,"Double","Yes",536614.391300979
"Pre-1920","Moderate",108.063351939497,"Yes","High","Fair","Yes","Full",4523.76005340191,1,1767.44972704792,0,7.25464838480689,2,"Double","Yes",314843.10827548
"2000_Present","Moderate",106.167513584271,"Yes","Medium","Good","No","Partial",6971.1961121625,2,2349.5553595067,7,7.76690002735465,5,"Triple","Yes",400041.894832055
"1950-1979","Permissive",106.903147860195,"No","Medium","Average","Yes","Partial",7588.90413475385,2,2605.66570921405,2,6.66568260124512,2,"Double","Yes",513797.017228944
"1950-1979","Moderate",89.8936212952796,"Yes","Low","Good","Yes","Partial",3895.09584230826,1,2378.74132304176,2,6.79299420378292,8,"Triple","No",379820.093775469
"2000_Present","Moderate",93.0173799723196,"Yes","Very_High","Good","Yes","None",6491.39734566278,1,2527.20704634674,1,7.40106991364459,2,"None","Yes",840439.985566674
"2000_Present","Moderate",107.194226222459,"Yes","Medium","Average","Yes","Full",9257.55739890836,1,1562.38458839059,1,7.86983944210653,4,"Single","Yes",456118.909228999
"1980-1999","Moderate",100.442708834972,"Yes","High","Good","Yes","Partial",15229.0219844459,1,1742.48813444106,2,7.65735174161409,2,"Single","Yes",349060.31207338
"1980-1999","Very_Permissive",109.754618038852,"Yes","High","Good","Yes","Partial",22380.1549246575,2,2395.15079114287,1,7.26202626181018,7,"Single","No",501810.131747547
"2000_Present","Moderate",101.675956994712,"No","Medium","Good","Yes","Partial",6936.92712363056,3,2933.61165902697,4,7.63017634803054,4,"Double","Yes",622956.533108631
"2000_Present","Permissive",90.9746093752348,"Yes","High","Excellent","Yes","Partial",5492.47090289244,3,2430.74189508896,2,7.90169591859821,2,"None","Yes",401434.654997396
"1980-1999","Very_Restrictive",103.204409495404,"Yes","High","Average","Yes","Partial",16877.0395267008,1,3155.52992315182,2,6.8260537148589,4,"Double","Yes",710144.356870392
"1980-1999","Moderate",103.573125123021,"No","High","Fair","No","Partial",8244.23835276992,1,2022.34006902874,1,7.91804356685087,3,"Double","Yes",437610.187335369
"1950-1979","Moderate",101.763239522837,"Yes","Medium","Excellent","Yes","Partial",6368.40194731677,3,2791.25008729377,4,7.86175003519789,2,"Double","No",546240.990211281
"1920-1949","Permissive",98.8865143483919,"Yes","Low","Average","Yes","Full",5898.07030426891,1,2212.84153161409,4,6.02829017281209,2,"Single","No",433281.708606633
"2000_Present","Moderate",109.580934269627,"Yes","Medium","Average","No","Partial",7639.27506628795,2,1844.41410810485,2,7.89345715486004,3,"Double","No",356199.428308069
"1950-1979","Very_Restrictive",96.2326712090559,"No","Low","Average","Yes","None",3722.04965101034,1,1753.78695153424,2,7.89382426799687,2,"Single","Yes",367677.359590878
"2000_Present","Very_Restrictive",108.591684919439,"No","Very_Low","Fair","Yes","None",7332.24594997885,2,1934.8010923381,8,7.85177958398189,11,"None","Yes",353264.396135289
"2000_Present","Restrictive",94.0629247069068,"No","Medium","Excellent","Yes","Partial",9744.8239158522,1,1723.9296095033,3,6.39259807856899,2,"None","Yes",232925.705942904
"1920-1949","Restrictive",105.247551984204,"Yes","High","Fair","Yes","Partial",6332.79238111614,1,1946.15561075402,1,6.59141749345516,4,"Single","Yes",398735.676835213
"1950-1979","Permissive",102.319982400754,"No","High","Good","Yes","Partial",8853.00898457956,1,2456.96191218302,4,7.86442861145878,6,"Triple","Yes",481271.088196005
"2000_Present","Restrictive",102.282640917235,"Yes","Medium","Average","Yes","None",6556.87419204508,1,2033.89805551344,2,7.61769475697041,4,"None","Yes",314027.795519295
"Pre-1920","Very_Permissive",99.2094476321734,"No","High","Average","Yes","None",12662.6354382081,1,3132.70318898659,6,7.91485746871153,10,"Single","Yes",616413.147712537
"1950-1979","Moderate",109.578197033757,"Yes","High","Good","Yes","Partial",4767.82630859009,1,2547.20453021282,5,7.92206621515899,3,"Quad","No",805870.845607988
"1980-1999","Permissive",103.390021042769,"Yes","High","Average","Yes","None",14426.8388950349,1,2533.1596030651,4,7.70227494588342,3,"Double","No",446485.782043484
"1980-1999","Moderate",109.263559993073,"Yes","Medium","Good","Yes","Full",18046.0134330867,2,2957.12317061002,4,7.48546550010851,7,"Single","No",728725.674857079
"1920-1949","Very_Restrictive",105.085609480399,"Yes","Medium","Fair","Yes","Full",10909.8833476069,2,2288.91049479673,1,7.97211694255957,4,"Single","No",425917.235104211
"1950-1979","Moderate",94.5765752872621,"Yes","Medium","Good","Yes","Full",5579.26396694226,1,2115.27597375864,4,7.57370799111398,4,"Double","Yes",444958.671626735
"1950-1979","Permissive",98.2568461647195,"Yes","High","Average","Yes","None",6724.62483985992,1,2324.88529444189,4,7.91120599392661,7,"Single","Yes",394345.539276466
"1950-1979","Very_Permissive",104.43131956592,"No","Medium","Fair","Yes","Partial",7141.63684265213,2,1957.4394540613,4,7.70965118344397,5,"None","No",290983.737030386
"1980-1999","Moderate",108.796585310635,"Yes","Very_High","Excellent","Yes","Full",95018.4687303805,4,9750.78080711016,8,7.92305434468827,10,"Triple","No",1903119.57273131
"1920-1949","Very_Permissive",100.501604947241,"Yes","High","Average","Yes","Full",32242.6680495656,2,4467.02282109589,4,7.94946565848543,5,"Double","No",922024.099067903
"1920-1949","Moderate",94.1168248920116,"No","Medium","Average","Yes","Partial",7196.35532995274,1,1758.64172836955,2,7.44469446919881,2,"Single","No",279437.509780964
"1920-1949","Restrictive",104.017107956985,"No","Medium","Fair","Yes","None",9396.9244422378,2,3427.94890226424,6,7.09138387478012,5,"Double","Yes",634477.702539575
